photo_id,face_id,embedding,bbox,album_id,source_url
457248799,272,"[-0.08823329955339432, 0.05134027451276779, -0.017857756465673447, -0.06138691306114197, -0.15671664476394653, -0.009072555229067802, -0.02569827437400818, -0.09697937220335007, 0.20484256744384766, -0.07065964490175247, 0.1453317552804947, 0.019785219803452492, -0.16806678473949432, -0.01994698867201805, 0.0011950865155085921, 0.14377012848854065, -0.15624408423900604, -0.19597448408603668, -0.10084518045186996, 0.0181784275919199, -0.004306767135858536, 0.1031116396188736, 0.08395113050937653, 0.08450308442115784, -0.15387554466724396, -0.3721306324005127, 0.021196212619543076, -0.09456167370080948, 0.016066724434494972, 0.017310377210378647, 0.03305085375905037, 0.15439946949481964, -0.16912631690502167, -0.026268774643540382, 0.09909559786319733, 0.06808961927890778, -0.08119677007198334, -0.10939518362283707, 0.3166910409927368, 0.12678653001785278, -0.28350338339805603, -0.009253310039639473, 0.0023602177388966084, 0.24997800588607788, 0.25586190819740295, -0.02297927998006344, 0.08917251229286194, -0.13899138569831848, 0.19471894204616547, -0.4164590835571289, 0.07873164862394333, 0.17668801546096802, 0.006349226459860802, -0.00694303261116147, 0.1459040343761444, -0.1654234379529953, 0.005513801705092192, 0.09451386332511902, -0.2074088156223297, 0.026280799880623817, 0.056749630719423294, -0.004202315583825111, -0.027018625289201736, -0.14067624509334564, 0.20750555396080017, 0.12212050706148148, -0.09163088351488113, -0.12328654527664185, 0.21046355366706848, -0.13916993141174316, -0.12848727405071259, 0.10461712628602982, -0.07081185281276703, -0.22589457035064697, -0.27693331241607666, 0.020564725622534752, 0.32174718379974365, 0.19638021290302277, -0.16052614152431488, 0.06434009224176407, -0.031707216054201126, -0.0035928734578192234, 0.010266754776239395, 0.10523355007171631, -0.045143865048885345, -0.05232704430818558, -0.051251452416181564, -0.05919896438717842, 0.23312817513942719, 0.01767009124159813, -0.03344501182436943, 0.3260032832622528, 0.03740115836262703, -0.023671098053455353, 0.07437538355588913, 0.07994134724140167, -0.10783283412456512, -0.003479256760329008, -0.1826644390821457, -0.034111205488443375, 0.08576326072216034, 0.010845048353075981, 0.06294236332178116, 0.15855877101421356, -0.2248058021068573, 0.16738200187683105, -0.15702418982982635, -0.03924154117703438, 0.03284655138850212, -0.09457534551620483, -0.05730433017015457, 0.005584506783634424, 0.10918866842985153, -0.2165253907442093, 0.16794024407863617, 0.07380486279726028, 0.04083883389830589, 0.17338892817497253, 0.091395303606987, 0.01656792126595974, 0.004102357663214207, 0.0015639301855117083, -0.2001083791255951, -0.11084674298763275, 0.07144720107316971, -6.475688132923096e-05, -0.03974780812859535, 0.07232077419757843]","(268, 136, 51, 52)",images,
457248799,273,"[-0.0700659528374672, -0.02231968753039837, 0.050169337540864944, -0.039657484740018845, -0.08504624664783478, 0.05287780612707138, -0.03643857315182686, -0.1306050419807434, 0.18170592188835144, -0.14028960466384888, 0.1318003386259079, 0.01779760792851448, -0.24693655967712402, 0.09780056774616241, -0.08934037387371063, 0.18375937640666962, -0.1525905728340149, -0.15907573699951172, -0.11516126245260239, -0.05654618889093399, -0.0803893432021141, 0.10867760330438614, 0.008565361611545086, 0.09393472224473953, -0.11080800741910934, -0.34787532687187195, -0.1033775731921196, -0.07849375158548355, -0.01913417875766754, -0.05604913458228111, -0.00929166842252016, 0.06836560368537903, -0.19464392960071564, 0.07334646582603455, 0.041598204523324966, 0.08860746771097183, 0.0175555981695652, -0.06609562784433365, 0.17422208189964294, 0.10402165353298187, -0.2598821222782135, -0.07509457319974899, 0.1020592674612999, 0.2541637122631073, 0.20714738965034485, -0.0014959928812459111, 0.011755907908082008, -0.05510053411126137, 0.12380390614271164, -0.3474551737308502, 0.12211799621582031, 0.07214213162660599, 0.08226725459098816, 0.07891486585140228, 0.08703260868787766, -0.19281630218029022, 0.0065284171141684055, 0.12744635343551636, -0.11025405675172806, 0.12325192987918854, 0.063720703125, -0.059515826404094696, 0.029514389112591743, 0.019624389708042145, 0.18964263796806335, 0.11923213303089142, -0.07350573688745499, -0.14622586965560913, 0.19866514205932617, -0.26089146733283997, -0.03328082337975502, 0.0932377502322197, -0.08206493407487869, -0.21611560881137848, -0.308305948972702, -0.015303771011531353, 0.4187609851360321, 0.204180046916008, -0.14727400243282318, 0.033899448812007904, -0.020423274487257004, -0.008421837352216244, 0.11817692220211029, 0.12870344519615173, 0.0033430717885494232, 0.028789568692445755, -0.08978956192731857, 0.039621636271476746, 0.31612876057624817, 0.02717536687850952, -0.017746152356266975, 0.3017769455909729, -0.030524833127856255, -0.013761717826128006, 0.04227827861905098, 0.0969185158610344, -0.04447777196764946, -0.04543805494904518, -0.15002532303333282, -0.010577036067843437, -0.041058655828237534, 0.05707589164376259, 0.010791542008519173, 0.10051210224628448, -0.19104322791099548, 0.164398193359375, -0.06027056276798248, -0.04836501553654671, 0.0067398808896541595, 0.01367635652422905, -0.0730661079287529, -0.0435718409717083, 0.20376501977443695, -0.23509223759174347, 0.12051209062337875, 0.14889785647392273, -0.007724516559392214, 0.13214111328125, -0.025247763842344284, 0.07862036675214767, 0.009424541145563126, -0.08785224705934525, -0.18584536015987396, -0.0506795197725296, 0.03146420046687126, -0.10722491890192032, -0.00989410188049078, 0.0495978519320488]","(225, 162, 36, 36)",images,
457248799,274,"[-0.11433005332946777, 0.09981867671012878, 0.08439581841230392, -0.10539525747299194, -0.12281537801027298, -0.01896221563220024, -0.003597801784053445, -0.05660178139805794, 0.1462029069662094, -0.1498604565858841, 0.15348434448242188, -0.0664786845445633, -0.2249685823917389, 0.0419013537466526, -0.020000215619802475, 0.14572754502296448, -0.12938424944877625, -0.11550815403461456, -0.13089171051979065, -0.12377114593982697, 0.05444592237472534, 0.16942209005355835, -0.11701710522174835, 0.0508890226483345, -0.0757329910993576, -0.30756521224975586, -0.07184358686208725, -0.032127752900123596, -0.025532526895403862, -0.07259345054626465, -0.028362207114696503, 0.061289362609386444, -0.12521514296531677, -0.03638555109500885, 0.042971886694431305, 0.0015291692689061165, -0.05792589113116264, -0.03241116553544998, 0.11011960357427597, 0.06279969215393066, -0.19088052213191986, 0.008900155313313007, 0.09542183578014374, 0.2933982312679291, 0.2095932513475418, 0.05624426156282425, -0.04661281406879425, -0.07907547056674957, 0.11831558495759964, -0.23932239413261414, 0.04911923408508301, 0.12985007464885712, 0.1183704361319542, 0.07695691287517548, 0.13818350434303284, -0.1563883274793625, -0.0095221484079957, 0.09014730155467987, -0.13680925965309143, 0.04822589084506035, 0.06413272768259048, -0.09732922911643982, -0.012600620277225971, -0.06681163609027863, 0.11003407835960388, 0.05857456102967262, -0.048882901668548584, -0.15446332097053528, 0.14000734686851501, -0.18128859996795654, -0.13556480407714844, 0.041466742753982544, -0.10399171710014343, -0.16822056472301483, -0.2636915147304535, 0.013845430687069893, 0.3421105146408081, 0.20582467317581177, -0.1849735826253891, 0.007436579093337059, 0.017629925161600113, 0.0030501936562359333, 0.18472449481487274, 0.027330951765179634, -0.08282439410686493, -0.05413292348384857, -0.05847099423408508, 0.055277202278375626, 0.21995609998703003, -0.00862405076622963, -0.07078726589679718, 0.22007472813129425, 0.016113536432385445, -0.007413015700876713, 0.025218063965439796, -0.006435102317482233, -0.06989853829145432, 0.011509845033288002, -0.16593438386917114, -0.03401578590273857, 0.052215445786714554, -0.027513226494193077, -0.016760805621743202, 0.14192365109920502, -0.20280389487743378, 0.1852744221687317, 0.003343775635585189, -0.006004116497933865, -0.08253195136785507, 0.012922082096338272, -0.13386748731136322, 0.05348774045705795, 0.15525810420513153, -0.1504223793745041, 0.1483016163110733, 0.17391027510166168, 0.012661509215831757, 0.12053454667329788, 0.06775496900081635, -0.036711741238832474, 0.015761278569698334, -0.08321141451597214, -0.18850013613700867, -0.09615196287631989, 0.13055086135864258, -0.010294326581060886, 0.07494230568408966, 0.03225550055503845]","(165, 150, 36, 36)",images,
457248799,275,"[-0.11605370044708252, 0.018063027411699295, 0.027355898171663284, -0.03491334989666939, -0.08786360919475555, -0.01579459011554718, -0.0464320108294487, -0.12606507539749146, 0.12501296401023865, -0.14664959907531738, 0.20948773622512817, -0.048622630536556244, -0.30453553795814514, -0.03319431096315384, 0.0064772190526127815, 0.17965194582939148, -0.17598052322864532, -0.19141852855682373, -0.0848042219877243, -0.01319851167500019, 0.05440334603190422, -0.007175678852945566, 0.06825406104326248, 0.09823254495859146, -0.1681516021490097, -0.26904988288879395, -0.11201651394367218, -0.05994061753153801, -0.0490601472556591, -0.11115047335624695, 0.054895736277103424, 0.11217155307531357, -0.10353343188762665, 0.06450473517179489, 0.042557865381240845, 0.09724482148885727, -0.03208780288696289, -0.12595234811306, 0.23276321589946747, 0.05507391691207886, -0.2302553653717041, -0.0742419958114624, 0.026448335498571396, 0.2741028964519501, 0.20013852417469025, 0.00984623096883297, -0.008291710168123245, -0.022492000833153725, 0.10489228367805481, -0.38629183173179626, 0.060455817729234695, 0.14990423619747162, 0.09272166341543198, 0.09319264441728592, 0.10153374075889587, -0.1815575361251831, 0.07585661858320236, 0.14496223628520966, -0.2010325789451599, 0.011888843961060047, 0.00046300856047309935, -0.11607616394758224, 0.019359584897756577, -0.053714774549007416, 0.17917943000793457, 0.15101991593837738, -0.12942159175872803, -0.07355455309152603, 0.21095240116119385, -0.1431765854358673, -0.07174698263406754, 0.11698314547538757, -0.14726001024246216, -0.2517612874507904, -0.23055234551429749, -0.017392637208104134, 0.3694165349006653, 0.1796317845582962, -0.15216007828712463, 0.010133974254131317, 0.033675387501716614, -0.0128583163022995, -0.018291164189577103, 0.13741891086101532, -0.03764744848012924, -0.03360297903418541, -0.07854621857404709, 0.022236600518226624, 0.16172946989536285, -0.04857802763581276, -0.006085840053856373, 0.323024719953537, 0.04449006915092468, -0.038859475404024124, 0.0833422988653183, 0.034888267517089844, 0.024026619270443916, -0.017023848369717598, -0.11123363673686981, 0.006204377394169569, -0.014684769324958324, -0.07587786018848419, 0.0007312902016565204, 0.04747035726904869, -0.15576453506946564, 0.14402933418750763, -0.01620442606508732, -0.049132563173770905, -0.05295150727033615, -0.01945680007338524, -0.06935359537601471, -0.014078359119594097, 0.11554265767335892, -0.33243539929389954, 0.10694170743227005, 0.2184576839208603, 0.025819433853030205, 0.15424928069114685, -0.030908452346920967, 0.1186448410153389, 0.02484910748898983, -0.06697188317775726, -0.1178484857082367, -0.08355791866779327, 0.054693661630153656, 0.00636330945417285, -0.06494197249412537, 0.043064653873443604]","(133, 146, 36, 36)",images,
457248941,276,"[-0.11605768650770187, 0.11758308857679367, 0.05403652414679527, -0.04577559232711792, -0.1542244553565979, 0.007164828944951296, -0.030541231855750084, -0.18232685327529907, 0.14807768166065216, -0.11199574917554855, 0.25887638330459595, -0.09223992377519608, -0.3417060077190399, -0.08991929888725281, -0.04696408659219742, 0.2394404411315918, -0.10545804351568222, -0.19109460711479187, -0.07109220325946808, 0.023606207221746445, -6.640233186772093e-05, 0.02723962441086769, 0.04583124443888664, 0.09308145195245743, -0.09905588626861572, -0.45832446217536926, -0.07134189456701279, -0.021316930651664734, -0.057103246450424194, 0.004906325601041317, 0.011088384315371513, 0.15574640035629272, -0.13086749613285065, -0.042244985699653625, 0.05921735614538193, 0.12612754106521606, -0.10533855855464935, -0.11840217560529709, 0.19310584664344788, 0.025161948055028915, -0.3100310266017914, -0.06706918030977249, 0.14808253943920135, 0.27897515892982483, 0.21836261451244354, -0.015738364309072495, 0.09870490431785583, -0.08025983721017838, 0.08271998167037964, -0.30680331587791443, 0.04660657420754433, 0.13891975581645966, 0.10865957289934158, 0.017467226833105087, 0.10431181639432907, -0.18629373610019684, -0.025664379820227623, 0.14339511096477509, -0.231859028339386, -0.023670148104429245, 0.12390657514333725, -0.048083510249853134, -0.05924472212791443, -0.10579739511013031, 0.18731530010700226, 0.13147403299808502, -0.15959040820598602, -0.140058696269989, 0.23485733568668365, -0.15727104246616364, -0.020689085125923157, 0.10268600285053253, -0.150151327252388, -0.2583879828453064, -0.29254448413848877, 0.053217630833387375, 0.40803125500679016, 0.15006797015666962, -0.06623685359954834, -0.008680433966219425, 0.011977237649261951, -0.0015259444480761886, -0.023280082270503044, 0.1007029190659523, 0.0039275637827813625, -0.08166076242923737, -0.11293473839759827, 0.008558680303394794, 0.14640873670578003, -0.02686811424791813, -0.0011250696843490005, 0.2767202854156494, 0.012297575362026691, -0.06811091303825378, 0.02305188588798046, 0.150025874376297, -0.13300547003746033, 0.07155460119247437, -0.18648381531238556, 0.011189759708940983, -0.0076796249486505985, -0.050034698098897934, 0.056348033249378204, 0.06255991011857986, -0.13706259429454803, 0.14323626458644867, -0.04170394688844681, 0.01576518826186657, 0.02022084780037403, -0.06673163920640945, -0.11628298461437225, -0.04097762331366539, 0.12717962265014648, -0.24751608073711395, 0.09117100387811661, 0.10519052296876907, 0.05776035040616989, 0.1549043208360672, 0.12132735550403595, 0.0781872346997261, 0.05896279588341713, -0.1152116060256958, -0.18609127402305603, -0.10200788825750351, 0.05647493898868561, -0.06919310986995697, -0.0019879303872585297, 0.04217730835080147]","(53, 322, 36, 36)",images,
457248772,277,"[-0.06295579671859741, 0.06260322034358978, -0.019078891724348068, -0.06933125853538513, -0.12045839428901672, -0.0012934651458635926, 0.052063632756471634, -0.15213137865066528, 0.07576410472393036, 0.020509609952569008, 0.26649174094200134, -0.12887567281723022, -0.32834872603416443, -0.08974868059158325, 0.03445780277252197, 0.10425414144992828, -0.10975919663906097, -0.14892712235450745, -0.06627824902534485, 0.06503622233867645, 0.08531174808740616, -0.027935752645134926, 0.0640915259718895, 0.10521574318408966, -0.1354159712791443, -0.3660125136375427, -0.015260153450071812, -0.05769136920571327, -0.032316818833351135, -0.051461368799209595, -0.036831192672252655, 0.19080102443695068, -0.12925474345684052, 0.01579640619456768, 0.06732621043920517, 0.102457195520401, -0.0674922838807106, -0.07896081358194351, 0.2367260754108429, -0.02905753068625927, -0.28770047426223755, -0.010247251018881798, 0.07253109663724899, 0.23390845954418182, 0.20715239644050598, -0.026445098221302032, 0.02602704055607319, 0.013518200255930424, 0.09543769061565399, -0.2873716950416565, 0.042436353862285614, 0.19151857495307922, 0.1010097935795784, 0.02336081862449646, 0.015828484669327736, -0.18236935138702393, -0.034498415887355804, 0.1334182769060135, -0.2453605830669403, -0.01021065004169941, 0.05620374530553818, -0.14054138958454132, -0.027042485773563385, -0.16456954181194305, 0.1572524607181549, 0.11350680142641068, -0.15657061338424683, -0.11682312935590744, 0.1099993884563446, -0.14932149648666382, -0.0754610225558281, 0.05330163985490799, -0.20253515243530273, -0.23507998883724213, -0.248978853225708, 0.06108751520514488, 0.27153822779655457, 0.1275542974472046, -0.15899544954299927, 0.03972915932536125, -0.0016407190123572946, 0.011927838437259197, -0.04586700350046158, 0.05085127055644989, -0.03259554132819176, 0.030940845608711243, -0.13430418074131012, -0.021891772747039795, 0.15539391338825226, -0.07346609979867935, 0.006915732752531767, 0.31371352076530457, -0.02980111353099346, -0.00849925633519888, 0.0603884793817997, 0.05774997919797897, -0.044031184166669846, 0.013065369799733162, -0.14663849771022797, 0.0359664186835289, -0.01799803227186203, -0.18544068932533264, 0.040923140943050385, 0.08555401861667633, -0.23280945420265198, 0.13385845720767975, -0.056909579783678055, 0.0448467880487442, -0.006815578788518906, -0.07545928657054901, -0.055225491523742676, -0.03887360543012619, 0.10039475560188293, -0.3037008047103882, 0.15811292827129364, 0.15632154047489166, 0.13557155430316925, 0.13328102231025696, 0.04940160736441612, 0.023008689284324646, 0.037898384034633636, -0.004550841171294451, -0.1633421927690506, -0.07035745680332184, 0.12336502224206924, 0.004035452380776405, -0.01675058901309967, 0.05859696492552757]","(273, 202, 36, 36)",images,
457248766,278,"[-0.06331788748502731, -0.014483755454421043, -0.0006789392791688442, -0.1405348926782608, -0.12196596711874008, -0.04886319115757942, 0.025510936975479126, -0.06928262114524841, 0.13676084578037262, -0.07405158877372742, 0.18887107074260712, -0.030351566150784492, -0.21654653549194336, -0.0368453785777092, 0.034293223172426224, 0.11316774785518646, -0.2179136425256729, -0.16739898920059204, -0.03229396790266037, -0.06611820310354233, 0.024285078048706055, 0.05446877330541611, -0.030020810663700104, 0.0953824445605278, -0.15805307030677795, -0.32864683866500854, -0.08129078894853592, -0.053911369293928146, 0.0468822680413723, -0.009768168441951275, -0.029537634924054146, 0.1359495371580124, -0.19586476683616638, -0.0776507630944252, 0.04592881351709366, 0.08446890860795975, -0.07597619295120239, -0.10161899775266647, 0.23060183227062225, 0.052243899554014206, -0.1824856996536255, 0.040999166667461395, 0.037270437926054, 0.3128761351108551, 0.16228920221328735, -0.020631318911910057, 0.022992724552750587, -0.021790023893117905, 0.13246746361255646, -0.33691635727882385, 0.05947913974523544, 0.2116624265909195, 0.06135767698287964, 0.10860609263181686, -0.04612235352396965, -0.11633151024580002, 0.10106229782104492, 0.12186149507761002, -0.28972893953323364, -0.00647797342389822, 0.08662352710962296, -0.06014428287744522, 0.043530553579330444, -0.01400679536163807, 0.14863359928131104, 0.09250877797603607, -0.07918496429920197, -0.09899976849555969, 0.09785827994346619, -0.1834072768688202, -0.09787342697381973, -0.03680059313774109, -0.1518387645483017, -0.22149135172367096, -0.3081152141094208, 0.0652998760342598, 0.2684164047241211, 0.20693618059158325, -0.1278851330280304, 0.10740944743156433, -0.04532911628484726, 0.019187983125448227, 0.1493716686964035, 0.01283177174627781, -0.0707235336303711, 0.04495810717344284, -0.10157891362905502, 0.10250137001276016, 0.19691331684589386, -0.017424264922738075, -0.026126140728592873, 0.2928006947040558, 0.11570050567388535, 0.04493476077914238, 0.14288702607154846, 0.11788871139287949, 0.0021399366669356823, -0.006423491518944502, -0.2015204131603241, 0.12905175983905792, 0.04461401328444481, -0.028499286621809006, 0.03945591673254967, 0.1278025060892105, -0.21460165083408356, 0.23998413980007172, 0.010431400500237942, -0.04458802193403244, -0.08334169536828995, -0.0728135034441948, -0.08633475005626678, -0.05008552968502045, 0.08471228182315826, -0.22493186593055725, 0.1358877718448639, 0.2201806902885437, 0.06231185048818588, 0.19596780836582184, 0.05558721721172333, -0.07443934679031372, -0.035402558743953705, -0.10568246990442276, -0.17667442560195923, -0.056175220757722855, 0.12025707215070724, 0.04628416895866394, 0.03987079858779907, 0.08927630633115768]","(162, 88, 75, 75)",images,
457248766,279,"[0.02098962478339672, 0.04748760163784027, 0.03392310440540314, -0.007679526228457689, -0.14790615439414978, -0.00668791588395834, 0.021250909194350243, -0.11531274020671844, 0.14891168475151062, -0.09800580143928528, 0.2275356501340866, -0.025230763480067253, -0.24843695759773254, 0.04223987087607384, -0.0721142590045929, 0.17515113949775696, -0.05729786679148674, -0.08535467833280563, -0.08827117830514908, -0.07085344195365906, 0.02156781405210495, 0.05503248795866966, 0.09063271433115005, 0.16525422036647797, -0.05554439499974251, -0.24930579960346222, -0.08442263305187225, -0.0874888226389885, -0.05907590687274933, -0.11804808676242828, -0.042084306478500366, 0.13337305188179016, -0.1154412105679512, 0.027382569387555122, 0.022334417328238487, -0.012138787657022476, -0.14241240918636322, -0.11254990845918655, 0.24439062178134918, -0.01228413637727499, -0.2089933454990387, -0.03809041902422905, 0.047665491700172424, 0.24166958034038544, 0.23226940631866455, -0.014550140127539635, 0.005081139970570803, -0.08994797617197037, 0.11341243982315063, -0.2186083197593689, 0.062324218451976776, 0.13941454887390137, 0.05174298584461212, 0.07497484982013702, -0.021921612322330475, -0.11637859791517258, -0.009746365249156952, 0.16461102664470673, -0.2050105184316635, 0.003140987129881978, -0.012723324820399284, -0.17673777043819427, -0.06212818995118141, -0.0841018483042717, 0.20909875631332397, 0.15824320912361145, -0.12344881147146225, -0.14315082132816315, 0.15613016486167908, -0.2349642962217331, -0.09935284405946732, 0.08639105409383774, -0.17148271203041077, -0.2213570475578308, -0.22612954676151276, 0.018889294937253, 0.38683024048805237, 0.0978756844997406, -0.11388494819402695, 0.06107424572110176, 0.0008187777129933238, -0.033362533897161484, 0.020492007955908775, 0.16782023012638092, -0.025993697345256805, -0.06658963114023209, -0.0602792464196682, 0.035797346383333206, 0.17688141763210297, -0.11703497171401978, -0.0665406808257103, 0.26044023036956787, -0.03156835213303566, -0.033316388726234436, 0.05295028164982796, 0.09521403908729553, -0.039511788636446, 0.05394905060529709, -0.11626160889863968, 0.0182084608823061, -0.021389657631516457, -0.07727016508579254, -0.01874673180282116, 0.02455609105527401, -0.18044130504131317, 0.15863554179668427, -0.039285097271203995, -0.004026426002383232, 0.019143762066960335, -0.08749460428953171, -0.129806786775589, -0.054987479001283646, 0.16265296936035156, -0.274921178817749, 0.18390008807182312, 0.0833447277545929, 0.051761727780103683, 0.1720752865076065, -0.0029430969152599573, 0.13652542233467102, 0.025661824271082878, -0.10198192298412323, -0.18164336681365967, -0.019048867747187614, 0.18270771205425262, 0.00047378893941640854, 0.0486392006278038, 0.013388450257480145]","(229, 138, 74, 75)",images,
457248996,280,"[-0.06358133256435394, 0.052801407873630524, 0.09950908273458481, -0.10114212334156036, -0.14460083842277527, -0.008619488216936588, -0.09051976352930069, -0.11680978536605835, 0.12380944937467575, -0.16855275630950928, 0.13485021889209747, -0.06809577345848083, -0.07655539363622665, 0.0956479161977768, -0.0843280628323555, 0.16815315186977386, -0.2006164789199829, -0.16379880905151367, -0.03955846279859543, -0.02010374888777733, 0.0011402454692870378, 0.05451131984591484, -0.0847027525305748, 0.0832175761461258, -0.10562501847743988, -0.34685078263282776, -0.058008790016174316, -0.07999294996261597, 0.09568538516759872, 0.01676800101995468, 0.0070044477470219135, 0.03363925963640213, -0.11918679624795914, 0.06599615514278412, 0.05759207904338837, 0.02400605008006096, -0.027917450293898582, -0.11959114670753479, 0.23502658307552338, 0.06069064140319824, -0.2864706814289093, 0.023402642458677292, 0.0945594310760498, 0.20575545728206635, 0.17682494223117828, 0.04141372814774513, 0.00801119115203619, -0.009735208936035633, 0.18605785071849823, -0.2672681212425232, -0.017433082684874535, 0.13781583309173584, 0.11364433169364929, 0.0638953149318695, 0.06538990885019302, -0.11505996435880661, 0.04463105648756027, 0.09415137022733688, -0.19933465123176575, 0.05837695300579071, 0.045395269989967346, -0.08523668348789215, 0.04692303389310837, -0.03809750825166702, 0.20301534235477448, 0.11356504261493683, -0.09206952899694443, -0.13470152020454407, 0.17977756261825562, -0.2040155827999115, -0.08778005838394165, 0.02944866754114628, -0.05101216211915016, -0.13748964667320251, -0.16998253762722015, -0.017628993839025497, 0.37390321493148804, 0.22076308727264404, -0.15892745554447174, 0.024264024570584297, 0.006428183987736702, -0.05770362541079521, 0.0905192568898201, 0.1396598219871521, -0.015106976963579655, -0.07157373428344727, -0.018285170197486877, -0.09172756969928741, 0.25323519110679626, 0.0043218848295509815, 0.04300844296813011, 0.2504616677761078, -0.0007319870055653155, 0.01797632686793804, -0.05401089787483215, 0.007199091371148825, -0.16493073105812073, 0.02563496120274067, -0.04383455961942673, -0.037326544523239136, -0.015419469214975834, 0.08346015959978104, 0.05479069799184799, 0.17033645510673523, -0.22047001123428345, 0.20506551861763, -0.10654707998037338, -0.016568904742598534, 0.035579655319452286, 0.1065666452050209, -0.007152464706450701, -0.07536172866821289, 0.11031339317560196, -0.14778262376785278, 0.10438834875822067, 0.1590343564748764, 0.019070753827691078, 0.10240450501441956, 0.07597196847200394, 0.000877813552506268, 0.055555589497089386, -0.00696971220895648, -0.2011919766664505, -0.12820303440093994, 0.028084509074687958, -0.12884192168712616, -0.016887573525309563, 0.013573777861893177]","(333, 127, 43, 43)",images,
457248996,281,"[-0.020825836807489395, 0.09739746898412704, 0.017512716352939606, -0.0647999569773674, -0.04671097174286842, -0.046887874603271484, -0.08114319294691086, -0.10004615038633347, 0.14327703416347504, -0.014863738790154457, 0.25102701783180237, -0.09105448424816132, -0.29209980368614197, 0.013979300856590271, -0.031906608492136, 0.09546836465597153, -0.1851295679807663, -0.09517727047204971, -0.021387426182627678, -0.05277848243713379, 0.1006893441081047, 0.0202646404504776, 0.055795397609472275, 0.09578835964202881, -0.14971914887428284, -0.2720569968223572, -0.11136715114116669, -0.08922266215085983, -0.05420835688710213, -0.10329257696866989, 0.013588753528892994, 0.06365998834371567, -0.19809333980083466, -0.06866461038589478, 0.04259887710213661, -0.020288029685616493, -0.02456180565059185, -0.0441221259534359, 0.24314291775226593, 0.044893037527799606, -0.1251964122056961, 0.04140782728791237, 0.07373573631048203, 0.27813810110092163, 0.1140335276722908, 0.048285599797964096, 0.01752028428018093, -0.07218518108129501, 0.09242977201938629, -0.18887291848659515, 0.09477335959672928, 0.20641501247882843, 0.16360855102539062, 0.0434286966919899, -0.04931492730975151, -0.12890969216823578, -0.01644001342356205, 0.2148396223783493, -0.2349844127893448, 0.14040859043598175, 0.13114114105701447, -0.09441830217838287, -0.03728056326508522, -0.04669978469610214, 0.17424774169921875, 0.11382627487182617, -0.14435473084449768, -0.13434244692325592, 0.0763443186879158, -0.07942260801792145, -0.08936251699924469, 0.035699501633644104, -0.19416837394237518, -0.2321022003889084, -0.2777232527732849, 0.06712134182453156, 0.3718530833721161, 0.04465431347489357, -0.15764573216438293, 0.037588126957416534, -0.061926428228616714, -0.013993209227919579, 0.00393622275441885, 0.07614166289567947, -0.07967871427536011, -0.024184437468647957, -0.06465653330087662, 0.07713791728019714, 0.16448983550071716, -0.043573930859565735, -0.059511810541152954, 0.23134134709835052, -0.013494807295501232, 0.04271838441491127, 0.025008823722600937, 0.046148769557476044, -0.07970119267702103, -0.014314763247966766, -0.14872042834758759, 0.03996765986084938, -0.09966269880533218, -0.05344370752573013, -0.022696273401379585, 0.06922757625579834, -0.155668705701828, 0.08380822092294693, 0.03953268751502037, -0.07987117022275925, -0.06466976553201675, 0.057343147695064545, -0.12499938905239105, -0.1332549750804901, 0.11372198909521103, -0.28007569909095764, 0.14055955410003662, 0.15661044418811798, 0.12645496428012848, 0.1412263810634613, 0.04106190428137779, 0.08195427060127258, 0.0565166138112545, 0.020951680839061737, -0.14309094846248627, -0.04348859563469887, 0.11500398814678192, 0.07537809759378433, 0.06755836308002472, 0.010885694064199924]","(181, 141, 52, 52)",images,
